"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","EXPEND","Value","Flag and Footnotes"
"2016","Italy","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,453,186.52",""
"2016","Italy","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Italy","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,150,651.61",""
"2016","Italy","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Cyprus","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Cyprus","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","43.38",""
"2016","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","82.89",""
"2016","Cyprus","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Cyprus","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","94.93","u"
"2016","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Cyprus","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","206.2",""
"2016","Cyprus","Thousand euro","Personal reasons","1 night or over","Domestic","Total","164,285.24",""
"2016","Cyprus","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Cyprus","Thousand euro","Personal reasons","1 night or over","Outbound","Total","998,849.45",""
"2016","Cyprus","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Cyprus","Thousand euro","Professional, business","1 night or over","Domestic","Total","2,594.96","u"
"2016","Cyprus","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Cyprus","Thousand euro","Professional, business","1 night or over","Outbound","Total","249,630.53",""
"2016","Cyprus","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Latvia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Latvia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","14.97",""
"2016","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Latvia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","50.44",""
"2016","Latvia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Latvia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","38.23","u"
"2016","Latvia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Latvia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","114.28",""
"2016","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","106,223.8",""
"2016","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","331,982.57",""
"2016","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Total","5,099.23","u"
"2016","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Total","94,038.87",""
"2016","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","23.17",""
"2016","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","62.14",""
"2016","Lithuania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Lithuania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","39.91",""
"2016","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Lithuania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","97.47",""
"2016","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","144,353.77",""
"2016","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","675,339.55",""
"2016","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Total","27,174.9",""
"2016","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Total","201,844.01",""
"2016","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","100.43","u"
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","105.97",""
"2016","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":","u"
"2016","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","364.57",""
"2016","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Total","9,829.73","u"
"2016","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,073,785.85",""
"2016","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Total",":","u"
"2016","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Total","219,593.55",""
"2016","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Hungary","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Hungary","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","22.96",""
"2016","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Hungary","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","56.68",""
"2016","Hungary","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Hungary","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","32.94",""
"2016","Hungary","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Hungary","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","165.89",""
"2016","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Total","827,433.31",""
"2016","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,589,425.62",""
"2016","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Total","17,432.67",""
"2016","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Total","302,092.98",""
"2016","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Malta","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Malta","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","60.62",""
"2016","Malta","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Malta","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","128.87",""
"2016","Malta","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Malta","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","60.14","u"
"2016","Malta","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Malta","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","141.9",""
"2016","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Total","48,896.82",""
"2016","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Total","305,229.78",""
"2016","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,019.7","u"
"2016","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Total","40,533.37",""
"2016","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","32.79",""
"2016","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","67.76",""
"2016","Netherlands","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Netherlands","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","157.55",""
"2016","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Netherlands","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","229.3",""
"2016","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,123,470.98",""
"2016","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Total","11,310,451.22",""
"2016","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Netherlands","Thousand euro","Professional, business","1 night or over","Domestic","Total","325,774.28",""
"2016","Netherlands","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Netherlands","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,302,318.15",""
"2016","Netherlands","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Austria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Austria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","105.61",""
"2016","Austria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Austria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","127.72",""
"2016","Austria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Austria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","158.94",""
"2016","Austria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Austria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","260.61",""
"2016","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,725,385.65",""
"2016","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","8,219,135.78",""
"2016","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Total","755,626.18",""
"2016","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,856,231.16",""
"2016","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Poland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Poland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","24.99",""
"2016","Poland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Poland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","52.71",""
"2016","Poland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Poland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","47.64",""
"2016","Poland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Poland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","76.51",""
"2016","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","4,938,417.73",""
"2016","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","5,145,400.41",""
"2016","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Total","257,269.23",""
"2016","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Total","598,342.73",""
"2016","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Portugal","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Portugal","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","28.57",""
"2016","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Portugal","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","66.89",""
"2016","Portugal","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Portugal","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","47.24",""
"2016","Portugal","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Portugal","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","77.82",""
"2016","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,376,769.31",""
"2016","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Total","582,403.53",""
"2016","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Total","149,042.78",""
"2016","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Total","204,659.33",""
"2016","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Romania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Romania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","31.12",""
"2016","Romania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Romania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","46.17",""
"2016","Romania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Romania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","17.75",""
"2016","Romania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Romania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":","u"
"2016","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,676,858.94",""
"2016","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","394,275.28",""
"2016","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Total","73,113.4",""
"2016","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Total",":","u"
"2016","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","35.58",""
"2016","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","46.41",""
"2016","Slovenia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Slovenia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","122.3",""
"2016","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Slovenia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","184.07",""
"2016","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","172,014.43",""
"2016","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","690,167.6",""
"2016","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Total","23,198.75",""
"2016","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Total","265,817.85",""
"2016","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","34.91",""
"2016","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","74.28",""
"2016","Slovakia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Slovakia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","46.28","u"
"2016","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Slovakia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":","u"
"2016","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","741,740.96",""
"2016","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,202,882.38",""
"2016","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Total","123,511.31","u"
"2016","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Total",":","u"
"2016","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Finland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Finland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","59.48",""
"2016","Finland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Finland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","138.58",""
"2016","Finland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Finland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","170.75",""
"2016","Finland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Finland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","211.42",""
"2016","Finland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","4,363,048.35",""
"2016","Finland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Finland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","5,866,748.21",""
"2016","Finland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Finland","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,258,223.34",""
"2016","Finland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Finland","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,942,777.37",""
"2016","Finland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Sweden","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2016","Sweden","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","37.06",""
"2016","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2016","Sweden","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","59.93",""
"2016","Sweden","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2016","Sweden","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","139.57",""
"2016","Sweden","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2016","Sweden","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","146.89",""
"2016","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,493,496.46",""
"2016","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Total","4,199,906.2",""
"2016","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2016","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,951,261.47",""
"2016","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2016","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Total","396,186.17",""
"2016","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Belgium","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2017","Belgium","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","58.48","b"
"2017","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2017","Belgium","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","82.99","b"
"2017","Belgium","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2017","Belgium","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","115.78","b"
"2017","Belgium","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2017","Belgium","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","220.17","b"
"2017","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Total","584,687.83","b"
"2017","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Total","6,956,301.09","b"
"2017","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Total","27,184.4","b"
"2017","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,092,374.75","b"
"2017","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","29.62",""
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","55.97",""
"2017","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2017","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","49.04",""
"2017","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2017","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","129.44","u"
"2017","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","512,158.9",""
"2017","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","263,044.4",""
"2017","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Total","18,028.66",""
"2017","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Total","40,511.85","u"
"2017","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Czechia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2017","Czechia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","19.89",""
"2017","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2017","Czechia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","61.19",""
"2017","Czechia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2017","Czechia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","64.78",""
"2017","Czechia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2017","Czechia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","129.63",""
"2017","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,973,019.91",""
"2017","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","2,663,173.29",""
"2017","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Total","117,005.02",""
"2017","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Total","250,216.87",""
"2017","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Denmark","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2017","Denmark","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","129.18",""
"2017","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2017","Denmark","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","184.63",""
"2017","Denmark","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2017","Denmark","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","207.21",""
"2017","Denmark","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2017","Denmark","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","193.32",""
"2017","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Total","5,721,017.81",""
"2017","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Total","8,599,132.85",""
"2017","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Total","916,875.15",""
"2017","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2017","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,157,367.77",""
"2017","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","66.93",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","97.36",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","135.59",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total",":",""
