"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","EXPEND","Value","Flag and Footnotes"
"2013","Latvia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Latvia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","16.94",""
"2013","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Latvia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","55.2",""
"2013","Latvia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Latvia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","34.19",""
"2013","Latvia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Latvia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","78.98",""
"2013","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","117,172.73",""
"2013","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","354,693.02",""
"2013","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Total","12,650.57",""
"2013","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Total","120,442.99",""
"2013","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","16.78",""
"2013","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","52.83",""
"2013","Lithuania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Lithuania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","30.63",""
"2013","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Lithuania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","98.55",""
"2013","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","107,296.06",""
"2013","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","631,855.8",""
"2013","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Total","20,675.4",""
"2013","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Total","165,843.26",""
"2013","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","90.69",""
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","101.4",""
"2013","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":","u"
"2013","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","307.74",""
"2013","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Total","9,795.48",""
"2013","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Total","981,114.29",""
"2013","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Total",":","u"
"2013","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Total","285,848.85",""
"2013","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Hungary","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Hungary","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","20",""
"2013","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Hungary","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","48.49",""
"2013","Hungary","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Hungary","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","36.87",""
"2013","Hungary","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Hungary","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","133.68",""
"2013","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Total","748,570.18",""
"2013","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,056,885.18",""
"2013","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Total","23,438.85",""
"2013","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Total","200,645.32",""
"2013","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Malta","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Malta","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","49.69",""
"2013","Malta","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Malta","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","124.77",""
"2013","Malta","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Malta","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":","u"
"2013","Malta","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Malta","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","165.41",""
"2013","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Total","22,700.35",""
"2013","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Total","272,791.37",""
"2013","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Total",":","u"
"2013","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Total","70,217.97",""
"2013","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","26.8",""
"2013","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","67.93",""
"2013","Netherlands","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Netherlands","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","159.87",""
"2013","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Netherlands","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","222.76",""
"2013","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Total","2,560,663.48",""
"2013","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Total","11,035,092.58",""
"2013","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Netherlands","Thousand euro","Professional, business","1 night or over","Domestic","Total","261,857.04",""
"2013","Netherlands","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Netherlands","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,244,060.83",""
"2013","Netherlands","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Austria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Austria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","96.89",""
"2013","Austria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Austria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","132.08",""
"2013","Austria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Austria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","142.41",""
"2013","Austria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Austria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","253.53",""
"2013","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,365,054.51",""
"2013","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","7,634,645.03",""
"2013","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Total","642,221.06",""
"2013","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Total","2,041,645.07",""
"2013","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Poland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Poland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","37.06",""
"2013","Poland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Poland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","71",""
"2013","Poland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Poland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","54.89",""
"2013","Poland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Poland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","48.22",""
"2013","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","6,799,484.17",""
"2013","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","5,131,937.91",""
"2013","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Total","657,568.04",""
"2013","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,213,420.46",""
"2013","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Portugal","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Portugal","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","18.04",""
"2013","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Portugal","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","40.48",""
"2013","Portugal","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Portugal","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","19.09",""
"2013","Portugal","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Portugal","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","35.72",""
"2013","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,010,603.63",""
"2013","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Total","437,327.56",""
"2013","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Total","71,142.08",""
"2013","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Total","105,965.06",""
"2013","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Romania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Romania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","24.24",""
"2013","Romania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Romania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","39.51",""
"2013","Romania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Romania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","15.9",""
"2013","Romania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Romania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":","u"
"2013","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,435,799.26",""
"2013","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","352,228.71",""
"2013","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Total","77,869.91",""
"2013","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Total",":","u"
"2013","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","34.25",""
"2013","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","47.63",""
"2013","Slovenia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Slovenia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","92.59",""
"2013","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Slovenia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","152.67",""
"2013","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","176,174.84",""
"2013","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","591,043.63",""
"2013","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Total","20,145.68",""
"2013","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Total","212,955.76",""
"2013","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","33.46","b"
"2013","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","68.29","b"
"2013","Slovakia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Slovakia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","52.06","bu"
"2013","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Slovakia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","92.07","bu"
"2013","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","470,415.07","b"
"2013","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","955,954.17","b"
"2013","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Total","94,999.05","bu"
"2013","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Total","253,158.23","bu"
"2013","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Finland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Finland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","61.84",""
"2013","Finland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Finland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","133.61",""
"2013","Finland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Finland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","173.69",""
"2013","Finland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Finland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","271.2",""
"2013","Finland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","4,676,627.41",""
"2013","Finland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Finland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","5,758,920.96",""
"2013","Finland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Finland","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,243,300.94",""
"2013","Finland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Finland","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,750,862.98",""
"2013","Finland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Sweden","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Sweden","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Sweden","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Sweden","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Sweden","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Sweden","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Sweden","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2013","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2013","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2013","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Total",":",""
"2013","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2013","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Total",":",""
"2013","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Belgium","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Belgium","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","54.17",""
"2014","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Belgium","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","83.41",""
"2014","Belgium","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Belgium","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","68.16",""
"2014","Belgium","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Belgium","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","167.74",""
"2014","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Total","476,581.56",""
"2014","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Total","6,843,474.28",""
"2014","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Total","8,955.91",""
"2014","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Total","742,649.94",""
"2014","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","30.68",""
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","45.1",""
"2014","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","48.05",""
"2014","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","108.55","u"
"2014","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","369,603.54",""
"2014","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","176,547.17",""
"2014","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Total","20,533.71",""
"2014","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Total","16,011","u"
"2014","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Czechia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Czechia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","13.69",""
"2014","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Czechia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","56.15",""
"2014","Czechia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Czechia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","54.33",""
"2014","Czechia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Czechia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","93.92",""
"2014","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,315,354.37",""
"2014","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","2,030,958.94",""
"2014","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Total","86,988.79",""
"2014","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Total","172,868.92",""
"2014","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Denmark","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Denmark","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","93.38","b"
"2014","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Denmark","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","99.13","b"
"2014","Denmark","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Denmark","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","192.61","b"
"2014","Denmark","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Denmark","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","276.89","b"
"2014","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Total","5,331,893.27","b"
"2014","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Total","4,894,562.11","b"
"2014","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Total","333,402.34","b"
"2014","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,335,432.65","b"
"2014","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","63.07",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","85.79",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","131.02",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","209.99",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Domestic","Total","30,498,425.38",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Outbound","Total","57,857,522.59",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Domestic","Total","11,322,125.45",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Outbound","Total","11,707,867.06",""
"2014","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2014","Estonia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2014","Estonia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","29.03",""
"2014","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2014","Estonia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","65.68",""
"2014","Estonia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2014","Estonia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","49.79",""
"2014","Estonia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2014","Estonia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","125.23",""
"2014","Estonia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","138,046.06",""
