"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","SEX","Value","Flag and Footnotes"
"2015","Slovenia","Number","Personal reasons","1 night or over","Domestic","Males","720,381",""
"2015","Slovenia","Number","Personal reasons","1 night or over","Domestic","Females","731,653",""
"2015","Slovenia","Number","Personal reasons","1 night or over","Outbound","Males","1,213,472",""
"2015","Slovenia","Number","Personal reasons","1 night or over","Outbound","Females","1,203,649",""
"2015","Slovakia","Number","Personal reasons","1 night or over","Domestic","Males","2,190,088",""
"2015","Slovakia","Number","Personal reasons","1 night or over","Domestic","Females","2,546,764",""
"2015","Slovakia","Number","Personal reasons","1 night or over","Outbound","Males","1,054,794",""
"2015","Slovakia","Number","Personal reasons","1 night or over","Outbound","Females","1,192,405",""
"2015","Finland","Number","Personal reasons","1 night or over","Domestic","Males","12,411,348",""
"2015","Finland","Number","Personal reasons","1 night or over","Domestic","Females","13,309,853",""
"2015","Finland","Number","Personal reasons","1 night or over","Outbound","Males","3,298,121",""
"2015","Finland","Number","Personal reasons","1 night or over","Outbound","Females","3,962,183",""
"2015","Sweden","Number","Personal reasons","1 night or over","Domestic","Males","13,697,528",""
"2015","Sweden","Number","Personal reasons","1 night or over","Domestic","Females","13,444,891",""
"2015","Sweden","Number","Personal reasons","1 night or over","Outbound","Males","4,145,410",""
"2015","Sweden","Number","Personal reasons","1 night or over","Outbound","Females","3,967,125",""
"2016","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Males","340,762,307",""
"2016","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Females","370,119,144",""
"2016","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Males","109,346,762",""
"2016","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Females","116,392,045",""
"2016","Belgium","Number","Personal reasons","1 night or over","Domestic","Males","1,246,220",""
"2016","Belgium","Number","Personal reasons","1 night or over","Domestic","Females","1,574,082",""
"2016","Belgium","Number","Personal reasons","1 night or over","Outbound","Males","5,550,802",""
"2016","Belgium","Number","Personal reasons","1 night or over","Outbound","Females","6,246,053",""
"2016","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Males","1,344,838",""
"2016","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Females","1,529,933",""
"2016","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Males","251,687",""
"2016","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Females","293,318",""
"2016","Czechia","Number","Personal reasons","1 night or over","Domestic","Males","12,532,263",""
"2016","Czechia","Number","Personal reasons","1 night or over","Domestic","Females","13,523,369",""
"2016","Czechia","Number","Personal reasons","1 night or over","Outbound","Males","2,781,033",""
"2016","Czechia","Number","Personal reasons","1 night or over","Outbound","Females","2,770,809",""
"2016","Denmark","Number","Personal reasons","1 night or over","Domestic","Males","9,014,757",""
"2016","Denmark","Number","Personal reasons","1 night or over","Domestic","Females","11,440,410",""
"2016","Denmark","Number","Personal reasons","1 night or over","Outbound","Males","3,147,164",""
"2016","Denmark","Number","Personal reasons","1 night or over","Outbound","Females","3,717,784",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Males","64,861,988",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Females","67,916,487",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Males","40,066,166",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Females","40,650,779",""
"2016","Estonia","Number","Personal reasons","1 night or over","Domestic","Males","1,366,620",""
"2016","Estonia","Number","Personal reasons","1 night or over","Domestic","Females","1,459,932",""
"2016","Estonia","Number","Personal reasons","1 night or over","Outbound","Males","411,885",""
"2016","Estonia","Number","Personal reasons","1 night or over","Outbound","Females","504,644",""
"2016","Ireland","Number","Personal reasons","1 night or over","Domestic","Males","2,952,393",""
"2016","Ireland","Number","Personal reasons","1 night or over","Domestic","Females","3,876,281",""
"2016","Ireland","Number","Personal reasons","1 night or over","Outbound","Males","2,593,034",""
"2016","Ireland","Number","Personal reasons","1 night or over","Outbound","Females","2,984,638",""
"2016","Greece","Number","Personal reasons","1 night or over","Domestic","Males","2,130,005",""
"2016","Greece","Number","Personal reasons","1 night or over","Domestic","Females","2,460,489",""
"2016","Greece","Number","Personal reasons","1 night or over","Outbound","Males","276,887",""
"2016","Greece","Number","Personal reasons","1 night or over","Outbound","Females","324,941",""
"2016","Spain","Number","Personal reasons","1 night or over","Domestic","Males","61,660,744",""
"2016","Spain","Number","Personal reasons","1 night or over","Domestic","Females","63,366,188",""
"2016","Spain","Number","Personal reasons","1 night or over","Outbound","Males","5,332,794",""
"2016","Spain","Number","Personal reasons","1 night or over","Outbound","Females","6,358,276",""
"2016","France","Number","Personal reasons","1 night or over","Domestic","Males","75,398,663",""
"2016","France","Number","Personal reasons","1 night or over","Domestic","Females","83,243,741",""
"2016","France","Number","Personal reasons","1 night or over","Outbound","Males","9,960,370",""
"2016","France","Number","Personal reasons","1 night or over","Outbound","Females","11,010,905",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Males","1,309,269",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Females","1,237,006",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Males","592,879",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Females","618,521",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Males","19,605,316",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Females","22,413,565",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Males","4,198,941",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Females","4,610,941",""
"2016","Cyprus","Number","Personal reasons","1 night or over","Domestic","Males","616,285",""
"2016","Cyprus","Number","Personal reasons","1 night or over","Domestic","Females","742,846",""
"2016","Cyprus","Number","Personal reasons","1 night or over","Outbound","Males","452,842",""
"2016","Cyprus","Number","Personal reasons","1 night or over","Outbound","Females","567,869",""
"2016","Latvia","Number","Personal reasons","1 night or over","Domestic","Males","1,377,109",""
"2016","Latvia","Number","Personal reasons","1 night or over","Domestic","Females","1,640,913",""
"2016","Latvia","Number","Personal reasons","1 night or over","Outbound","Males","460,386",""
"2016","Latvia","Number","Personal reasons","1 night or over","Outbound","Females","593,451",""
"2016","Lithuania","Number","Personal reasons","1 night or over","Domestic","Males","1,056,024",""
"2016","Lithuania","Number","Personal reasons","1 night or over","Domestic","Females","1,161,349",""
"2016","Lithuania","Number","Personal reasons","1 night or over","Outbound","Males","717,837",""
"2016","Lithuania","Number","Personal reasons","1 night or over","Outbound","Females","822,289",""
"2016","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Males",":","u"
"2016","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Females","10,933","u"
"2016","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Males","705,700",""
"2016","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Females","687,776",""
"2016","Hungary","Number","Personal reasons","1 night or over","Domestic","Males","5,473,315",""
"2016","Hungary","Number","Personal reasons","1 night or over","Domestic","Females","6,305,395",""
"2016","Hungary","Number","Personal reasons","1 night or over","Outbound","Males","2,731,344",""
"2016","Hungary","Number","Personal reasons","1 night or over","Outbound","Females","2,879,399",""
"2016","Malta","Number","Personal reasons","1 night or over","Domestic","Males","157,387",""
"2016","Malta","Number","Personal reasons","1 night or over","Domestic","Females","145,682",""
"2016","Malta","Number","Personal reasons","1 night or over","Outbound","Males","158,796",""
"2016","Malta","Number","Personal reasons","1 night or over","Outbound","Females","175,211",""
"2016","Netherlands","Number","Personal reasons","1 night or over","Domestic","Males","10,797,065",""
"2016","Netherlands","Number","Personal reasons","1 night or over","Domestic","Females","12,679,442",""
"2016","Netherlands","Number","Personal reasons","1 night or over","Outbound","Males","8,389,593",""
"2016","Netherlands","Number","Personal reasons","1 night or over","Outbound","Females","8,385,319",""
"2016","Austria","Number","Personal reasons","1 night or over","Domestic","Males","4,655,483",""
"2016","Austria","Number","Personal reasons","1 night or over","Domestic","Females","5,408,025",""
"2016","Austria","Number","Personal reasons","1 night or over","Outbound","Males","4,424,064",""
"2016","Austria","Number","Personal reasons","1 night or over","Outbound","Females","5,195,397",""
"2016","Poland","Number","Personal reasons","1 night or over","Domestic","Males","19,006,684",""
"2016","Poland","Number","Personal reasons","1 night or over","Domestic","Females","23,130,122",""
"2016","Poland","Number","Personal reasons","1 night or over","Outbound","Males","4,902,400",""
"2016","Poland","Number","Personal reasons","1 night or over","Outbound","Females","5,509,389",""
"2016","Portugal","Number","Personal reasons","1 night or over","Domestic","Males","6,027,429",""
"2016","Portugal","Number","Personal reasons","1 night or over","Domestic","Females","7,135,833",""
"2016","Portugal","Number","Personal reasons","1 night or over","Outbound","Males","542,660",""
"2016","Portugal","Number","Personal reasons","1 night or over","Outbound","Females","669,153",""
"2016","Romania","Number","Personal reasons","1 night or over","Domestic","Males","7,961,907",""
"2016","Romania","Number","Personal reasons","1 night or over","Domestic","Females","7,753,956",""
"2016","Romania","Number","Personal reasons","1 night or over","Outbound","Males","488,401",""
"2016","Romania","Number","Personal reasons","1 night or over","Outbound","Females","564,171",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Domestic","Males","735,671",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Domestic","Females","883,477",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Outbound","Males","1,145,160",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Outbound","Females","1,291,379",""
"2016","Slovakia","Number","Personal reasons","1 night or over","Domestic","Males","2,705,051",""
"2016","Slovakia","Number","Personal reasons","1 night or over","Domestic","Females","3,119,157",""
"2016","Slovakia","Number","Personal reasons","1 night or over","Outbound","Males","1,110,588",""
"2016","Slovakia","Number","Personal reasons","1 night or over","Outbound","Females","1,380,883",""
"2016","Finland","Number","Personal reasons","1 night or over","Domestic","Males","12,746,822",""
"2016","Finland","Number","Personal reasons","1 night or over","Domestic","Females","13,181,793",""
"2016","Finland","Number","Personal reasons","1 night or over","Outbound","Males","3,468,064",""
"2016","Finland","Number","Personal reasons","1 night or over","Outbound","Females","3,809,367",""
"2016","Sweden","Number","Personal reasons","1 night or over","Domestic","Males","14,016,027",""
"2016","Sweden","Number","Personal reasons","1 night or over","Domestic","Females","12,778,738",""
"2016","Sweden","Number","Personal reasons","1 night or over","Outbound","Males","4,485,282",""
"2016","Sweden","Number","Personal reasons","1 night or over","Outbound","Females","3,769,383",""
"2017","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Males","345,491,059",""
"2017","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Females","382,837,038",""
"2017","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Males","116,287,362",""
"2017","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Females","130,236,483",""
"2017","Belgium","Number","Personal reasons","1 night or over","Domestic","Males","1,433,400","b"
"2017","Belgium","Number","Personal reasons","1 night or over","Domestic","Females","1,517,434","b"
"2017","Belgium","Number","Personal reasons","1 night or over","Outbound","Males","5,322,303","b"
"2017","Belgium","Number","Personal reasons","1 night or over","Outbound","Females","5,678,152","b"
"2017","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Males","2,237,567",""
"2017","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Females","2,333,310",""
"2017","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Males","336,087",""
"2017","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Females","361,033",""
"2017","Czechia","Number","Personal reasons","1 night or over","Domestic","Males","13,503,114",""
"2017","Czechia","Number","Personal reasons","1 night or over","Domestic","Females","14,652,934",""
"2017","Czechia","Number","Personal reasons","1 night or over","Outbound","Males","2,918,048",""
"2017","Czechia","Number","Personal reasons","1 night or over","Outbound","Females","3,339,005",""
"2017","Denmark","Number","Personal reasons","1 night or over","Domestic","Males","8,194,186",""
"2017","Denmark","Number","Personal reasons","1 night or over","Domestic","Females","8,889,114",""
"2017","Denmark","Number","Personal reasons","1 night or over","Outbound","Males","3,097,469",""
"2017","Denmark","Number","Personal reasons","1 night or over","Outbound","Females","3,477,595",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Males","58,237,782",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Females","63,471,165",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Males","37,878,085",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Females","42,709,112",""
"2017","Estonia","Number","Personal reasons","1 night or over","Domestic","Males","1,311,926",""
"2017","Estonia","Number","Personal reasons","1 night or over","Domestic","Females","1,558,451",""
"2017","Estonia","Number","Personal reasons","1 night or over","Outbound","Males","391,322",""
"2017","Estonia","Number","Personal reasons","1 night or over","Outbound","Females","569,228",""
"2017","Ireland","Number","Personal reasons","1 night or over","Domestic","Males","3,221,110",""
"2017","Ireland","Number","Personal reasons","1 night or over","Domestic","Females","3,929,209",""
"2017","Ireland","Number","Personal reasons","1 night or over","Outbound","Males","2,874,454",""
"2017","Ireland","Number","Personal reasons","1 night or over","Outbound","Females","3,354,955",""
"2017","Greece","Number","Personal reasons","1 night or over","Domestic","Males","2,486,680",""
"2017","Greece","Number","Personal reasons","1 night or over","Domestic","Females","2,809,743",""
"2017","Greece","Number","Personal reasons","1 night or over","Outbound","Males","272,394",""
"2017","Greece","Number","Personal reasons","1 night or over","Outbound","Females","348,484",""
"2017","Spain","Number","Personal reasons","1 night or over","Domestic","Males","65,487,004",""
"2017","Spain","Number","Personal reasons","1 night or over","Domestic","Females","66,464,371",""
"2017","Spain","Number","Personal reasons","1 night or over","Outbound","Males","5,756,252",""
"2017","Spain","Number","Personal reasons","1 night or over","Outbound","Females","7,023,816",""
"2017","France","Number","Personal reasons","1 night or over","Domestic","Males","77,617,084",""
"2017","France","Number","Personal reasons","1 night or over","Domestic","Females","94,086,621",""
"2017","France","Number","Personal reasons","1 night or over","Outbound","Males","11,430,002",""
"2017","France","Number","Personal reasons","1 night or over","Outbound","Females","13,039,847",""
"2017","Croatia","Number","Personal reasons","1 night or over","Domestic","Males","1,217,080",""
"2017","Croatia","Number","Personal reasons","1 night or over","Domestic","Females","1,335,113",""
"2017","Croatia","Number","Personal reasons","1 night or over","Outbound","Males","729,873",""
"2017","Croatia","Number","Personal reasons","1 night or over","Outbound","Females","775,684",""
"2017","Italy","Number","Personal reasons","1 night or over","Domestic","Males","19,493,309",""
"2017","Italy","Number","Personal reasons","1 night or over","Domestic","Females","21,334,824",""
"2017","Italy","Number","Personal reasons","1 night or over","Outbound","Males","4,716,428",""
"2017","Italy","Number","Personal reasons","1 night or over","Outbound","Females","5,250,371",""
"2017","Cyprus","Number","Personal reasons","1 night or over","Domestic","Males","678,941",""
"2017","Cyprus","Number","Personal reasons","1 night or over","Domestic","Females","704,702",""
"2017","Cyprus","Number","Personal reasons","1 night or over","Outbound","Males","475,281",""
"2017","Cyprus","Number","Personal reasons","1 night or over","Outbound","Females","656,034",""
"2017","Latvia","Number","Personal reasons","1 night or over","Domestic","Males","1,367,768",""
"2017","Latvia","Number","Personal reasons","1 night or over","Domestic","Females","1,492,497",""
"2017","Latvia","Number","Personal reasons","1 night or over","Outbound","Males","463,671",""
"2017","Latvia","Number","Personal reasons","1 night or over","Outbound","Females","645,248",""
"2017","Lithuania","Number","Personal reasons","1 night or over","Domestic","Males","1,034,557",""
"2017","Lithuania","Number","Personal reasons","1 night or over","Domestic","Females","1,170,165",""
"2017","Lithuania","Number","Personal reasons","1 night or over","Outbound","Males","736,733",""
"2017","Lithuania","Number","Personal reasons","1 night or over","Outbound","Females","846,824",""
"2017","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Males","22,062","u"
"2017","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Females","10,696","u"
"2017","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Males","993,957",""
"2017","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Females","949,111",""
"2017","Hungary","Number","Personal reasons","1 night or over","Domestic","Males","5,472,324",""
"2017","Hungary","Number","Personal reasons","1 night or over","Domestic","Females","6,400,028",""
"2017","Hungary","Number","Personal reasons","1 night or over","Outbound","Males","2,964,468",""
"2017","Hungary","Number","Personal reasons","1 night or over","Outbound","Females","3,077,119",""
"2017","Malta","Number","Personal reasons","1 night or over","Domestic","Males","126,578",""
"2017","Malta","Number","Personal reasons","1 night or over","Domestic","Females","126,459",""
"2017","Malta","Number","Personal reasons","1 night or over","Outbound","Males","214,654",""
"2017","Malta","Number","Personal reasons","1 night or over","Outbound","Females","220,698",""
"2017","Netherlands","Number","Personal reasons","1 night or over","Domestic","Males","10,984,865",""
"2017","Netherlands","Number","Personal reasons","1 night or over","Domestic","Females","12,148,132",""
"2017","Netherlands","Number","Personal reasons","1 night or over","Outbound","Males","9,217,239",""
"2017","Netherlands","Number","Personal reasons","1 night or over","Outbound","Females","9,195,231",""
"2017","Austria","Number","Personal reasons","1 night or over","Domestic","Males","4,643,907",""
"2017","Austria","Number","Personal reasons","1 night or over","Domestic","Females","5,204,656",""
"2017","Austria","Number","Personal reasons","1 night or over","Outbound","Males","4,609,487",""
"2017","Austria","Number","Personal reasons","1 night or over","Outbound","Females","5,142,894",""
"2017","Poland","Number","Personal reasons","1 night or over","Domestic","Males","20,116,115",""
"2017","Poland","Number","Personal reasons","1 night or over","Domestic","Females","24,167,342",""
"2017","Poland","Number","Personal reasons","1 night or over","Outbound","Males","5,072,222",""
"2017","Poland","Number","Personal reasons","1 night or over","Outbound","Females","5,821,178",""
"2017","Portugal","Number","Personal reasons","1 night or over","Domestic","Males","6,689,499",""
"2017","Portugal","Number","Personal reasons","1 night or over","Domestic","Females","7,818,223",""
"2017","Portugal","Number","Personal reasons","1 night or over","Outbound","Males","703,949",""
"2017","Portugal","Number","Personal reasons","1 night or over","Outbound","Females","813,337",""
"2017","Romania","Number","Personal reasons","1 night or over","Domestic","Males","8,205,412",""
"2017","Romania","Number","Personal reasons","1 night or over","Domestic","Females","8,002,683",""
"2017","Romania","Number","Personal reasons","1 night or over","Outbound","Males","515,078",""
"2017","Romania","Number","Personal reasons","1 night or over","Outbound","Females","547,561",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Domestic","Males","714,519",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Domestic","Females","1,006,063",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Outbound","Males","1,180,051",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Outbound","Females","1,387,528",""
"2017","Slovakia","Number","Personal reasons","1 night or over","Domestic","Males","3,238,857",""
"2017","Slovakia","Number","Personal reasons","1 night or over","Domestic","Females","2,941,456",""
"2017","Slovakia","Number","Personal reasons","1 night or over","Outbound","Males","1,380,962",""
"2017","Slovakia","Number","Personal reasons","1 night or over","Outbound","Females","1,760,110",""
"2017","Finland","Number","Personal reasons","1 night or over","Domestic","Males","12,942,431",""
"2017","Finland","Number","Personal reasons","1 night or over","Domestic","Females","13,441,238",""
"2017","Finland","Number","Personal reasons","1 night or over","Outbound","Males","3,509,829",""
"2017","Finland","Number","Personal reasons","1 night or over","Outbound","Females","4,104,196",""
"2017","Sweden","Number","Personal reasons","1 night or over","Domestic","Males","14,812,982",""
"2017","Sweden","Number","Personal reasons","1 night or over","Domestic","Females","15,820,408",""
"2017","Sweden","Number","Personal reasons","1 night or over","Outbound","Males","8,527,066",""
"2017","Sweden","Number","Personal reasons","1 night or over","Outbound","Females","9,142,131",""
"2018","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Males","346,911,022",""
"2018","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Females","387,787,691",""
"2018","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Males","129,374,280",""
"2018","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Females","141,809,656",""
"2018","Belgium","Number","Personal reasons","1 night or over","Domestic","Males","1,699,353",""
"2018","Belgium","Number","Personal reasons","1 night or over","Domestic","Females","1,876,484",""
"2018","Belgium","Number","Personal reasons","1 night or over","Outbound","Males","5,633,060",""
"2018","Belgium","Number","Personal reasons","1 night or over","Outbound","Females","6,290,677",""
"2018","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Males","1,899,619",""
"2018","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Females","2,111,710",""
"2018","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Males","366,123",""
"2018","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Females","511,506",""
"2018","Czechia","Number","Personal reasons","1 night or over","Domestic","Males","12,489,986",""
"2018","Czechia","Number","Personal reasons","1 night or over","Domestic","Females","13,843,727",""
"2018","Czechia","Number","Personal reasons","1 night or over","Outbound","Males","3,281,428",""
"2018","Czechia","Number","Personal reasons","1 night or over","Outbound","Females","3,559,685",""
"2018","Denmark","Number","Personal reasons","1 night or over","Domestic","Males","4,089,219",""
"2018","Denmark","Number","Personal reasons","1 night or over","Domestic","Females","5,690,329",""
"2018","Denmark","Number","Personal reasons","1 night or over","Outbound","Males","2,649,283",""
"2018","Denmark","Number","Personal reasons","1 night or over","Outbound","Females","2,833,961",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Males","60,565,905",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Females","68,001,858",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Males","46,855,524",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Females","50,285,015",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Males","1,945,116",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Females","2,008,802",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Males","673,791",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Females","892,635",""
"2018","Ireland","Number","Personal reasons","1 night or over","Domestic","Males","3,551,696",""
"2018","Ireland","Number","Personal reasons","1 night or over","Domestic","Females","4,579,515",""
"2018","Ireland","Number","Personal reasons","1 night or over","Outbound","Males","3,029,951",""
"2018","Ireland","Number","Personal reasons","1 night or over","Outbound","Females","3,459,362",""
"2018","Greece","Number","Personal reasons","1 night or over","Domestic","Males","2,627,122",""
"2018","Greece","Number","Personal reasons","1 night or over","Domestic","Females","2,896,742",""
"2018","Greece","Number","Personal reasons","1 night or over","Outbound","Males","373,965",""
"2018","Greece","Number","Personal reasons","1 night or over","Outbound","Females","420,557",""
"2018","Spain","Number","Personal reasons","1 night or over","Domestic","Males","65,575,056",""
"2018","Spain","Number","Personal reasons","1 night or over","Domestic","Females","66,622,392",""
"2018","Spain","Number","Personal reasons","1 night or over","Outbound","Males","6,692,914",""
"2018","Spain","Number","Personal reasons","1 night or over","Outbound","Females","7,771,218",""
"2018","France","Number","Personal reasons","1 night or over","Domestic","Males","77,456,695",""
"2018","France","Number","Personal reasons","1 night or over","Domestic","Females","92,442,277",""
"2018","France","Number","Personal reasons","1 night or over","Outbound","Males","11,742,350",""
"2018","France","Number","Personal reasons","1 night or over","Outbound","Females","14,473,592",""
"2018","Croatia","Number","Personal reasons","1 night or over","Domestic","Males","1,426,975",""
"2018","Croatia","Number","Personal reasons","1 night or over","Domestic","Females","1,346,076",""
"2018","Croatia","Number","Personal reasons","1 night or over","Outbound","Males","754,449",""
"2018","Croatia","Number","Personal reasons","1 night or over","Outbound","Females","804,135",""
"2018","Italy","Number","Personal reasons","1 night or over","Domestic","Males","22,849,792",""
"2018","Italy","Number","Personal reasons","1 night or over","Domestic","Females","24,492,661",""
"2018","Italy","Number","Personal reasons","1 night or over","Outbound","Males","5,589,231",""
"2018","Italy","Number","Personal reasons","1 night or over","Outbound","Females","6,406,169",""
"2018","Cyprus","Number","Personal reasons","1 night or over","Domestic","Males","727,996",""
"2018","Cyprus","Number","Personal reasons","1 night or over","Domestic","Females","826,106",""
"2018","Cyprus","Number","Personal reasons","1 night or over","Outbound","Males","540,809",""
"2018","Cyprus","Number","Personal reasons","1 night or over","Outbound","Females","647,708",""
"2018","Latvia","Number","Personal reasons","1 night or over","Domestic","Males","1,079,632",""
"2018","Latvia","Number","Personal reasons","1 night or over","Domestic","Females","1,450,135",""
"2018","Latvia","Number","Personal reasons","1 night or over","Outbound","Males","544,929",""
"2018","Latvia","Number","Personal reasons","1 night or over","Outbound","Females","648,193",""
"2018","Lithuania","Number","Personal reasons","1 night or over","Domestic","Males","1,061,307",""
"2018","Lithuania","Number","Personal reasons","1 night or over","Domestic","Females","1,247,964",""
"2018","Lithuania","Number","Personal reasons","1 night or over","Outbound","Males","818,209",""
"2018","Lithuania","Number","Personal reasons","1 night or over","Outbound","Females","940,370",""
"2018","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Males","20,005","u"
"2018","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Females","15,325","u"
"2018","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Males","1,024,522",""
"2018","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Females","1,009,100",""
"2018","Hungary","Number","Personal reasons","1 night or over","Domestic","Males","5,356,295",""
"2018","Hungary","Number","Personal reasons","1 night or over","Domestic","Females","6,332,357",""
"2018","Hungary","Number","Personal reasons","1 night or over","Outbound","Males","3,368,965",""
"2018","Hungary","Number","Personal reasons","1 night or over","Outbound","Females","3,501,743",""
"2018","Malta","Number","Personal reasons","1 night or over","Domestic","Males","115,409",""
"2018","Malta","Number","Personal reasons","1 night or over","Domestic","Females","122,735",""
"2018","Malta","Number","Personal reasons","1 night or over","Outbound","Males","264,140",""
"2018","Malta","Number","Personal reasons","1 night or over","Outbound","Females","250,436",""
"2018","Netherlands","Number","Personal reasons","1 night or over","Domestic","Males","11,058,924",""
"2018","Netherlands","Number","Personal reasons","1 night or over","Domestic","Females","11,168,407",""
"2018","Netherlands","Number","Personal reasons","1 night or over","Outbound","Males","9,573,079",""
"2018","Netherlands","Number","Personal reasons","1 night or over","Outbound","Females","9,209,489",""
"2018","Austria","Number","Personal reasons","1 night or over","Domestic","Males","5,043,997",""
"2018","Austria","Number","Personal reasons","1 night or over","Domestic","Females","5,556,580",""
"2018","Austria","Number","Personal reasons","1 night or over","Outbound","Males","4,460,618",""
"2018","Austria","Number","Personal reasons","1 night or over","Outbound","Females","5,201,013",""
"2018","Poland","Number","Personal reasons","1 night or over","Domestic","Males","20,837,165",""
"2018","Poland","Number","Personal reasons","1 night or over","Domestic","Females","25,187,910",""
"2018","Poland","Number","Personal reasons","1 night or over","Outbound","Males","5,433,066",""
"2018","Poland","Number","Personal reasons","1 night or over","Outbound","Females","6,147,122",""
"2018","Portugal","Number","Personal reasons","1 night or over","Domestic","Males","6,891,864",""
"2018","Portugal","Number","Personal reasons","1 night or over","Domestic","Females","8,021,085",""
"2018","Portugal","Number","Personal reasons","1 night or over","Outbound","Males","714,318",""
"2018","Portugal","Number","Personal reasons","1 night or over","Outbound","Females","912,218",""
"2018","Romania","Number","Personal reasons","1 night or over","Domestic","Males","8,408,112",""
"2018","Romania","Number","Personal reasons","1 night or over","Domestic","Females","8,169,363",""
"2018","Romania","Number","Personal reasons","1 night or over","Outbound","Males","626,309",""
"2018","Romania","Number","Personal reasons","1 night or over","Outbound","Females","628,065",""
"2018","Slovenia","Number","Personal reasons","1 night or over","Domestic","Males","996,983",""
