"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","SEX","Value","Flag and Footnotes"
"2018","Slovenia","Number","Personal reasons","1 night or over","Domestic","Females","881,508",""
"2018","Slovenia","Number","Personal reasons","1 night or over","Outbound","Males","1,337,749",""
"2018","Slovenia","Number","Personal reasons","1 night or over","Outbound","Females","1,358,852",""
"2018","Slovakia","Number","Personal reasons","1 night or over","Domestic","Males","2,720,428",""
"2018","Slovakia","Number","Personal reasons","1 night or over","Domestic","Females","4,174,184",""
"2018","Slovakia","Number","Personal reasons","1 night or over","Outbound","Males","1,603,767",""
"2018","Slovakia","Number","Personal reasons","1 night or over","Outbound","Females","2,241,959",""
"2018","Finland","Number","Personal reasons","1 night or over","Domestic","Males","12,703,527",""
"2018","Finland","Number","Personal reasons","1 night or over","Domestic","Females","12,977,325",""
"2018","Finland","Number","Personal reasons","1 night or over","Outbound","Males","3,439,635",""
"2018","Finland","Number","Personal reasons","1 night or over","Outbound","Females","3,973,484",""
"2018","Sweden","Number","Personal reasons","1 night or over","Domestic","Males","13,712,844",""
"2018","Sweden","Number","Personal reasons","1 night or over","Domestic","Females","15,744,137",""
"2018","Sweden","Number","Personal reasons","1 night or over","Outbound","Males","7,982,097",""
"2018","Sweden","Number","Personal reasons","1 night or over","Outbound","Females","7,431,395",""
"2019","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Males","347,197,728",""
"2019","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Domestic","Females","393,107,155",""
"2019","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Males","129,378,902",""
"2019","European Union - 27 countries (from 2020)","Number","Personal reasons","1 night or over","Outbound","Females","144,488,479",""
"2019","Belgium","Number","Personal reasons","1 night or over","Domestic","Males","1,803,914",""
"2019","Belgium","Number","Personal reasons","1 night or over","Domestic","Females","2,081,136",""
"2019","Belgium","Number","Personal reasons","1 night or over","Outbound","Males","6,247,263",""
"2019","Belgium","Number","Personal reasons","1 night or over","Outbound","Females","6,708,012",""
"2019","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Males","1,853,872",""
"2019","Bulgaria","Number","Personal reasons","1 night or over","Domestic","Females","1,843,103",""
"2019","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Males","493,011",""
"2019","Bulgaria","Number","Personal reasons","1 night or over","Outbound","Females","548,612",""
"2019","Czechia","Number","Personal reasons","1 night or over","Domestic","Males","12,394,261",""
"2019","Czechia","Number","Personal reasons","1 night or over","Domestic","Females","14,319,343",""
"2019","Czechia","Number","Personal reasons","1 night or over","Outbound","Males","3,182,518",""
"2019","Czechia","Number","Personal reasons","1 night or over","Outbound","Females","3,588,872",""
"2019","Denmark","Number","Personal reasons","1 night or over","Domestic","Males","7,061,625",""
"2019","Denmark","Number","Personal reasons","1 night or over","Domestic","Females","9,709,141",""
"2019","Denmark","Number","Personal reasons","1 night or over","Outbound","Males","4,225,598",""
"2019","Denmark","Number","Personal reasons","1 night or over","Outbound","Females","5,022,462",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Males","63,442,106",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Females","66,263,976",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Males","42,276,233",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Females","47,602,220",""
"2019","Estonia","Number","Personal reasons","1 night or over","Domestic","Males","1,498,271",""
"2019","Estonia","Number","Personal reasons","1 night or over","Domestic","Females","1,577,116",""
"2019","Estonia","Number","Personal reasons","1 night or over","Outbound","Males","573,003",""
"2019","Estonia","Number","Personal reasons","1 night or over","Outbound","Females","728,264",""
"2019","Ireland","Number","Personal reasons","1 night or over","Domestic","Males","3,771,309",""
"2019","Ireland","Number","Personal reasons","1 night or over","Domestic","Females","4,800,870",""
"2019","Ireland","Number","Personal reasons","1 night or over","Outbound","Males","3,334,168",""
"2019","Ireland","Number","Personal reasons","1 night or over","Outbound","Females","3,782,879",""
"2019","Greece","Number","Personal reasons","1 night or over","Domestic","Males","2,317,246",""
"2019","Greece","Number","Personal reasons","1 night or over","Domestic","Females","2,624,324",""
"2019","Greece","Number","Personal reasons","1 night or over","Outbound","Males","392,021",""
"2019","Greece","Number","Personal reasons","1 night or over","Outbound","Females","447,731",""
"2019","Spain","Number","Personal reasons","1 night or over","Domestic","Males","63,381,570",""
"2019","Spain","Number","Personal reasons","1 night or over","Domestic","Females","67,085,258",""
"2019","Spain","Number","Personal reasons","1 night or over","Outbound","Males","7,052,531",""
"2019","Spain","Number","Personal reasons","1 night or over","Outbound","Females","8,194,038",""
"2019","France","Number","Personal reasons","1 night or over","Domestic","Males","74,834,279",""
"2019","France","Number","Personal reasons","1 night or over","Domestic","Females","92,582,539",""
"2019","France","Number","Personal reasons","1 night or over","Outbound","Males","11,496,605",""
"2019","France","Number","Personal reasons","1 night or over","Outbound","Females","14,441,177",""
"2019","Croatia","Number","Personal reasons","1 night or over","Domestic","Males","1,614,528",""
"2019","Croatia","Number","Personal reasons","1 night or over","Domestic","Females","1,685,206",""
"2019","Croatia","Number","Personal reasons","1 night or over","Outbound","Males","873,682",""
"2019","Croatia","Number","Personal reasons","1 night or over","Outbound","Females","952,470",""
"2019","Italy","Number","Personal reasons","1 night or over","Domestic","Males","20,170,812",""
"2019","Italy","Number","Personal reasons","1 night or over","Domestic","Females","21,568,773",""
"2019","Italy","Number","Personal reasons","1 night or over","Outbound","Males","6,147,114",""
"2019","Italy","Number","Personal reasons","1 night or over","Outbound","Females","6,652,234",""
"2019","Cyprus","Number","Personal reasons","1 night or over","Domestic","Males","757,669",""
"2019","Cyprus","Number","Personal reasons","1 night or over","Domestic","Females","857,666",""
"2019","Cyprus","Number","Personal reasons","1 night or over","Outbound","Males","556,173",""
"2019","Cyprus","Number","Personal reasons","1 night or over","Outbound","Females","705,216",""
"2019","Latvia","Number","Personal reasons","1 night or over","Domestic","Males","1,038,221",""
"2019","Latvia","Number","Personal reasons","1 night or over","Domestic","Females","1,428,928",""
"2019","Latvia","Number","Personal reasons","1 night or over","Outbound","Males","561,547",""
"2019","Latvia","Number","Personal reasons","1 night or over","Outbound","Females","699,819",""
"2019","Lithuania","Number","Personal reasons","1 night or over","Domestic","Males","1,105,296",""
"2019","Lithuania","Number","Personal reasons","1 night or over","Domestic","Females","1,350,272",""
"2019","Lithuania","Number","Personal reasons","1 night or over","Outbound","Males","845,591",""
"2019","Lithuania","Number","Personal reasons","1 night or over","Outbound","Females","997,980",""
"2019","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Males","18,072",""
"2019","Luxembourg","Number","Personal reasons","1 night or over","Domestic","Females","10,452","u"
"2019","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Males","1,066,307",""
"2019","Luxembourg","Number","Personal reasons","1 night or over","Outbound","Females","976,706",""
"2019","Hungary","Number","Personal reasons","1 night or over","Domestic","Males","5,498,164",""
"2019","Hungary","Number","Personal reasons","1 night or over","Domestic","Females","6,274,832",""
"2019","Hungary","Number","Personal reasons","1 night or over","Outbound","Males","3,659,992",""
"2019","Hungary","Number","Personal reasons","1 night or over","Outbound","Females","3,618,418",""
"2019","Malta","Number","Personal reasons","1 night or over","Domestic","Males","120,891",""
"2019","Malta","Number","Personal reasons","1 night or over","Domestic","Females","106,196",""
"2019","Malta","Number","Personal reasons","1 night or over","Outbound","Males","283,194",""
"2019","Malta","Number","Personal reasons","1 night or over","Outbound","Females","275,172",""
"2019","Netherlands","Number","Personal reasons","1 night or over","Domestic","Males","10,929,485",""
"2019","Netherlands","Number","Personal reasons","1 night or over","Domestic","Females","12,072,451",""
"2019","Netherlands","Number","Personal reasons","1 night or over","Outbound","Males","10,178,498",""
"2019","Netherlands","Number","Personal reasons","1 night or over","Outbound","Females","9,402,913",""
"2019","Austria","Number","Personal reasons","1 night or over","Domestic","Males","5,331,284",""
"2019","Austria","Number","Personal reasons","1 night or over","Domestic","Females","5,799,476",""
"2019","Austria","Number","Personal reasons","1 night or over","Outbound","Males","4,594,317",""
"2019","Austria","Number","Personal reasons","1 night or over","Outbound","Females","5,482,448",""
"2019","Poland","Number","Personal reasons","1 night or over","Domestic","Males","22,114,880",""
"2019","Poland","Number","Personal reasons","1 night or over","Domestic","Females","26,171,867",""
"2019","Poland","Number","Personal reasons","1 night or over","Outbound","Males","5,822,371",""
"2019","Poland","Number","Personal reasons","1 night or over","Outbound","Females","6,515,543",""
"2019","Portugal","Number","Personal reasons","1 night or over","Domestic","Males","7,367,336",""
"2019","Portugal","Number","Personal reasons","1 night or over","Domestic","Females","9,140,045",""
"2019","Portugal","Number","Personal reasons","1 night or over","Outbound","Males","914,187",""
"2019","Portugal","Number","Personal reasons","1 night or over","Outbound","Females","1,154,888",""
"2019","Romania","Number","Personal reasons","1 night or over","Domestic","Males","8,749,149",""
"2019","Romania","Number","Personal reasons","1 night or over","Domestic","Females","8,437,502",""
"2019","Romania","Number","Personal reasons","1 night or over","Outbound","Males","765,556",""
"2019","Romania","Number","Personal reasons","1 night or over","Outbound","Females","799,695",""
"2019","Slovenia","Number","Personal reasons","1 night or over","Domestic","Males","759,403",""
"2019","Slovenia","Number","Personal reasons","1 night or over","Domestic","Females","830,671",""
"2019","Slovenia","Number","Personal reasons","1 night or over","Outbound","Males","1,347,073",""
"2019","Slovenia","Number","Personal reasons","1 night or over","Outbound","Females","1,367,875",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Domestic","Males","3,179,518",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Domestic","Females","4,476,067",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Outbound","Males","1,782,386",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Outbound","Females","2,615,412",""
"2019","Finland","Number","Personal reasons","1 night or over","Domestic","Males","11,304,709",""
"2019","Finland","Number","Personal reasons","1 night or over","Domestic","Females","14,425,616",""
"2019","Finland","Number","Personal reasons","1 night or over","Outbound","Males","3,174,392",""
"2019","Finland","Number","Personal reasons","1 night or over","Outbound","Females","4,178,126",""
"2019","Sweden","Number","Personal reasons","1 night or over","Domestic","Males","14,779,859",""
"2019","Sweden","Number","Personal reasons","1 night or over","Domestic","Females","15,584,329",""
"2019","Sweden","Number","Personal reasons","1 night or over","Outbound","Males","7,533,570",""
"2019","Sweden","Number","Personal reasons","1 night or over","Outbound","Females","7,029,296",""
