"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","Value","Flag and Footnotes"
"2019","Slovenia","Number","Personal reasons","1 night or over","Domestic country","1,590,073",""
"2019","Slovenia","Number","Personal reasons","1 night or over","Outbound","2,714,948",""
"2019","Slovenia","Number","Professional, business","1 night or over","Domestic country","152,181",""
"2019","Slovenia","Number","Professional, business","1 night or over","Outbound","455,258",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Domestic country","7,655,585",""
"2019","Slovakia","Number","Personal reasons","1 night or over","Outbound","4,397,799",""
"2019","Slovakia","Number","Professional, business","1 night or over","Domestic country","1,034,350",""
"2019","Slovakia","Number","Professional, business","1 night or over","Outbound","816,525",""
"2019","Finland","Number","Personal reasons","1 night or over","Domestic country","25,730,325",""
"2019","Finland","Number","Personal reasons","1 night or over","Outbound","7,352,518",""
"2019","Finland","Number","Professional, business","1 night or over","Domestic country","3,586,670",""
"2019","Finland","Number","Professional, business","1 night or over","Outbound","2,050,668",""
"2019","Sweden","Number","Personal reasons","1 night or over","Domestic country","30,364,188",""
"2019","Sweden","Number","Personal reasons","1 night or over","Outbound","14,562,866",""
"2019","Sweden","Number","Professional, business","1 night or over","Domestic country","6,527,038",""
"2019","Sweden","Number","Professional, business","1 night or over","Outbound","3,436,674",""
