"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2016","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","39.07"
"2016","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","164.56"
"2016","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","62.17"
"2016","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","436.11"
"2016","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","73.38"
"2016","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","16.92"
"2016","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.4"
"2016","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","119.46"
"2016","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.84"
"2016","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","39.01"
"2016","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","17.25"
"2016","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","235.63"
"2016","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","48.97"
"2016","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","76.24"
"2016","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","29.08"
"2016","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","248.24"
"2016","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.03"
"2016","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","110.71"
"2016","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","62.53"
"2016","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","396.33"
"2016","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","88.18"
"2016","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","44.33"
"2016","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.38"
"2016","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","108.74"
"2016","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","9.9"
"2016","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","80.04"
"2016","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","8.26"
"2016","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","327.6"
"2016","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","49.36"
"2016","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","40.78"
"2016","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.43"
"2016","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","217.53"
"2016","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","24.47"
"2016","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","138.46"
"2016","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","50.2"
"2016","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","437.79"
"2016","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","75.18"
"2016","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","69.12"
"2016","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.87"
"2016","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","319.65"
"2016","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","35.61"
"2016","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","118.12"
"2016","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","38.6"
"2016","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","310.61"
"2016","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","67.54"
"2016","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","39.3"
"2016","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.96"
"2016","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","95.48"
"2016","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","18.4"
"2016","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","108.56"
"2016","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","30.69"
"2016","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","194.84"
"2016","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","33.33"
"2016","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","116.76"
"2016","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","22.48"
"2016","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","210.1"
"2016","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","28.22"
"2016","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","112.27"
"2016","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","47.91"
"2016","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","249.7"
"2016","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","35.42"
"2016","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","31.39"
"2016","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.27"
"2016","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","176.53"
"2016","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.95"
"2016","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","74.64"
"2016","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","42.33"
"2016","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","321.61"
"2016","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","63.71"
"2016","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","3.96"
"2016","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","1.69"
"2016","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","81.66"
"2016","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","13.07"
"2016","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","36.55"
"2016","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","14.32"
"2016","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","221.22"
"2016","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","52.61"
"2016","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.49"
"2016","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.14"
"2016","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","137.25"
"2016","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.45"
"2016","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","51.27"
"2016","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","25.35"
"2016","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","209.64"
"2016","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","41.77"
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","198.86"
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","36.38"
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","237.69"
"2016","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.69"
"2016","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2016","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2016","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","384.76"
"2016","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","124.36"
"2016","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","31.6"
"2016","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.33"
"2016","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","52.59"
"2016","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","10.52"
"2016","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","40.23"
"2016","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","16.78"
"2016","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","166.81"
"2016","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","44.81"
"2016","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","53.88"
"2016","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","20.25"
"2016","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","238.77"
"2016","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.67"
"2016","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","48.56"
"2016","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","20.7"
"2016","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","251.64"
"2016","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","48.25"
"2016","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","58.24"
"2016","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.35"
"2016","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","251.2"
"2016","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","25.24"
"2016","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","154.09"
"2016","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","76.65"
"2016","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","355.25"
"2016","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","86.15"
"2016","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","166.96"
"2016","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","47.63"
"2016","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","353.16"
"2016","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","52.79"
"2016","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","183.89"
"2016","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","75.94"
"2016","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","393.38"
"2016","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","105.75"
"2016","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","36.17"
"2016","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.71"
"2016","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","132.91"
"2016","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.18"
"2016","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","77.21"
"2016","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","20.93"
"2016","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","214.38"
"2016","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","23.98"
"2016","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","22.11"
"2016","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.04"
"2016","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","160.17"
"2016","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","22.29"
"2016","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","38.16"
"2016","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","14.03"
"2016","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","173.1"
"2016","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","26.05"
"2016","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","22.53"
"2016","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.57"
"2016","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","90.3"
"2016","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.13"
"2016","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","49.89"
"2016","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","6.45"
"2016","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2016","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2016","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","51.23"
"2016","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","17.16"
"2016","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","100.57"
"2016","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.48"
"2016","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","113.6"
"2016","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","60.26"
"2016","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","241.97"
"2016","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","69.82"
"2016","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","44.75"
"2016","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.27"
"2016","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","160.85"
"2016","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","24.75"
"2016","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","54.6"
"2016","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.49"
"2016","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2016","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2016","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.07"
"2016","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","9.92"
"2016","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","191.79"
"2016","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.97"
"2016","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","145.15"
"2016","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","76.06"
"2016","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","339.08"
"2016","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","69.57"
"2016","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","37.37"
"2016","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.62"
"2016","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","187.68"
"2016","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","22.11"
"2016","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","175.72"
"2016","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","84.19"
"2016","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","315.57"
"2016","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","74.36"
"2017","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","105.13"
"2017","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","31.03"
"2017","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","295.94"
"2017","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","38.84"
"2017","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","169.53"
"2017","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","79.97"
"2017","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","426.49"
"2017","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","98.01"
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.71"
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.59"
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","79.43"
"2017","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.78"
"2017","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","50.34"
"2017","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.34"
"2017","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","241.2"
"2017","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","47.49"
"2017","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","19.05"
"2017","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.41"
"2017","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","119.43"
"2017","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.17"
"2017","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","56.98"
"2017","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","27.87"
"2017","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","174.89"
"2017","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","46.94"
"2017","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","60.37"
"2017","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","23.29"
"2017","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","428"
"2017","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","60.42"
"2017","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","269.8"
"2017","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","109.89"
"2017","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","391.81"
"2017","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","69.07"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","108.54"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","27.94"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","383.92"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","42.07"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","180.18"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","67.54"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","391.82"
"2017","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","74.02"
"2017","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","17.3"
"2017","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.28"
"2017","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","147.17"
"2017","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","21.9"
"2017","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","40.36"
"2017","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","22.71"
"2017","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","310.98"
"2017","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","51.45"
"2017","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","78.37"
"2017","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","30.52"
"2017","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","249.9"
"2017","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.44"
"2017","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","133.16"
"2017","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","76.07"
"2017","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","393.4"
"2017","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","109.44"
"2017","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","42.69"
"2017","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.22"
"2017","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","105.88"
"2017","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.35"
"2017","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","82.41"
"2017","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","11.1"
"2017","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","305.22"
"2017","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","42.7"
"2017","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","42.25"
"2017","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.15"
"2017","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","229.83"
"2017","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","28.4"
"2017","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","130.7"
"2017","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","47.9"
"2017","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","406.15"
"2017","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","73.71"
"2017","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","68.87"
"2017","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.98"
"2017","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","279.94"
"2017","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.64"
"2017","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","123.23"
"2017","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","41.86"
"2017","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","255.13"
"2017","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","57.01"
"2017","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","48"
"2017","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.06"
"2017","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","101.98"
"2017","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.56"
"2017","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","180.37"
"2017","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","32.15"
"2017","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","314.77"
"2017","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","54.25"
"2017","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","132.61"
"2017","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","24.05"
"2017","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","281.58"
"2017","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","40.55"
"2017","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","142.64"
"2017","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","55.45"
"2017","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","442.64"
"2017","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","69.64"
"2017","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","32.09"
"2017","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.02"
"2017","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","191.59"
"2017","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.06"
"2017","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2017","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2017","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","364.34"
"2017","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","66.75"
