"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2013","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","51.28"
"2013","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","37.99"
"2013","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.37"
"2013","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","179.39"
"2013","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","24.27"
"2013","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","37.53"
"2013","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","19.06"
"2013","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","358.6"
"2013","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","30.63"
"2013","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.91"
"2013","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.14"
"2013","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","196.26"
"2013","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.98"
"2013","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","125.39"
"2013","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","69.22"
"2013","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","349.06"
"2013","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","85.42"
"2013","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2013","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2013","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2013","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night",":"
"2013","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2013","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2013","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2013","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2014","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","98.44"
"2014","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","24.64"
"2014","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","260.68"
"2014","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.34"
"2014","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","93.45"
"2014","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","36.48"
"2014","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","288.54"
"2014","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","59.5"
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","31.71"
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.93"
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","89.22"
"2014","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.91"
"2014","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","44.25"
"2014","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","16.37"
"2014","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","140.5"
"2014","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","35.32"
"2014","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","9.5"
"2014","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","2.59"
"2014","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","96.92"
"2014","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.05"
"2014","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","35.08"
"2014","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.52"
"2014","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","150.98"
"2014","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","33.25"
"2014","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","72"
"2014","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","28.88"
"2014","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","253.86"
"2014","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","37.57"
"2014","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","172.82"
"2014","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","96.76"
"2014","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","468.39"
"2014","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","110.46"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","96.98"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","24.82"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","362.75"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","39.51"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","168.77"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","58.9"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","394.16"
"2014","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","67.59"
"2014","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","12.5"
"2014","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.93"
"2014","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","167.21"
"2014","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","25.38"
"2014","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","35.48"
"2014","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.16"
"2014","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","288.66"
"2014","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","59.04"
"2014","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","69.6"
"2014","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","24.96"
"2014","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","234.58"
"2014","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","28.47"
"2014","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","117.51"
"2014","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","58.8"
"2014","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","359.84"
"2014","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","91.63"
"2014","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","41.38"
"2014","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.15"
"2014","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","87.86"
"2014","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","7.88"
"2014","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","72.57"
"2014","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","7.08"
"2014","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","223.67"
"2014","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","21.58"
"2014","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","30.83"
"2014","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.77"
"2014","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","165.12"
"2014","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.85"
"2014","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","41.52"
"2014","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","11.62"
"2014","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","111.06"
"2014","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","13.28"
"2014","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","62.74"
"2014","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.76"
"2014","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","291.52"
"2014","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.93"
"2014","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","114.84"
"2014","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","34.81"
"2014","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","268.47"
"2014","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","58.68"
"2014","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","20.74"
"2014","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","3.91"
"2014","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","86.03"
"2014","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","13.55"
"2014","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","60.55"
"2014","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","13.68"
"2014","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","194.29"
"2014","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","20.35"
"2014","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","97.01"
"2014","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","17.8"
"2014","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","167.32"
"2014","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","20.34"
"2014","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","63.21"
"2014","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","26.23"
"2014","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","265.62"
"2014","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","44.85"
"2014","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","36.5"
"2014","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.46"
"2014","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","167.27"
"2014","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.94"
"2014","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","68.28"
"2014","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","31.99"
"2014","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","395.01"
"2014","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","46.91"
"2014","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","5.8"
"2014","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","2.24"
"2014","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","108.35"
"2014","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.2"
"2014","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","54.13"
"2014","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","19.72"
"2014","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","147.04"
"2014","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","37.11"
"2014","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","18.46"
"2014","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.78"
"2014","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","116.79"
"2014","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.07"
"2014","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","42.38"
"2014","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","20.25"
"2014","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","159.7"
"2014","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","33.21"
"2014","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","152.49"
"2014","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","59.11"
"2014","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","261.59"
"2014","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","38.64"
"2014","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2014","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2014","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","354.45"
"2014","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","106.76"
"2014","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","29.08"
"2014","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","9.27"
"2014","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","57.36"
"2014","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","10"
"2014","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","27.35"
"2014","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","14.14"
"2014","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","135.19"
"2014","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","37.64"
"2014","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","54.37"
"2014","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","21.35"
"2014","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","236.71"
"2014","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.57"
"2014","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2014","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2014","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","275.94"
"2014","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","41.82"
"2014","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","46.1"
"2014","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.09"
"2014","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","239.75"
"2014","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","24.21"
"2014","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","133.57"
"2014","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","79.87"
"2014","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","330.95"
"2014","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","72.93"
"2014","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","139.28"
"2014","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","40.42"
"2014","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","378.97"
"2014","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","54.74"
"2014","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","144.41"
"2014","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","60.8"
"2014","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","317.08"
"2014","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","77.16"
"2014","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","29.28"
"2014","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.29"
"2014","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","124.12"
"2014","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.16"
"2014","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","74.7"
"2014","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","19.37"
"2014","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","263.77"
"2014","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","29.08"
"2014","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","20.67"
"2014","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.37"
"2014","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","127.06"
"2014","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.35"
"2014","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","36.35"
"2014","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","12.59"
"2014","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","147.14"
"2014","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","25.05"
"2014","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","17.9"
"2014","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.98"
"2014","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","87.33"
"2014","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","9.19"
"2014","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","53.97"
"2014","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","5.87"
"2014","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2014","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2014","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","40.21"
"2014","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","15.3"
"2014","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","87.82"
"2014","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.09"
"2014","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","107.65"
"2014","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","60.45"
"2014","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","238.62"
"2014","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","66.55"
"2014","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","48.8"
"2014","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.08"
"2014","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","141.34"
"2014","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","21.52"
"2014","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2014","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2014","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2014","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2014","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.63"
"2014","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.05"
"2014","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","201.83"
"2014","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.79"
"2014","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","127.85"
"2014","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","66.42"
"2014","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","304.4"
"2014","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","62.32"
"2014","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","27.08"
"2014","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.06"
"2014","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","116.76"
"2014","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.93"
"2014","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","137.6"
"2014","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","65.5"
"2014","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","220.82"
"2014","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","50.21"
"2015","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","83.51"
"2015","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","25.01"
"2015","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","267.24"
"2015","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.89"
"2015","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","107.72"
"2015","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","46.94"
"2015","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","324.74"
"2015","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","63.56"
"2015","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","30.35"
"2015","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.5"
"2015","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","79.96"
"2015","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.15"
"2015","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","48.73"
"2015","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","14.44"
"2015","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","194.81"
"2015","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","29.97"
"2015","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","13.9"
"2015","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","3.78"
"2015","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","98.36"
"2015","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","15.23"
"2015","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","53.8"
"2015","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","28.52"
"2015","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","193.78"
"2015","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","38.81"
"2015","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","65.96"
"2015","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","24.13"
"2015","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","242.58"
"2015","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","36.58"
"2015","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","218.07"
"2015","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","89.7"
"2015","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","372.64"
"2015","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","89.65"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","93.11"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","23.9"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","320.1"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","36.22"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","182.92"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","62.3"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","426.22"
"2015","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","95.72"
"2015","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","16"
"2015","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.28"
